GAPA_NAPA,GN_TYPE,DISTRICT,PROVINCE,Com_nofaci,Com_1least,Com_Radio,Com_Televi,Com_Cablet,Com_comput,Com_intern,Com_Teleph,Com_Mobile,Cook_wood,Cook_Keros,Cook_LPgas,Cooking_Sa,Cook_Bioga,Cook_Elec,Cook_Other,Cook_Nosta,Light_Elec,Light_Kero,Light_Biog,Light_Sola,Light_Othe,Light_Nons,Water_Tap,Water_Tube,Water_Co_k,Water_Unco,Water_spou,Water_rive,Water_othe,Water_Nots,Toilet_Wit,Toilet_Flu,Toilet_Ord,Toilet_not
Tripurasundari,Nagarpalika,DOLPA,6,631,1300,784,156,120,8,1,10,881,1607,50,61,3002,11,0,65,13,3036,1714,9,35,2,13,301,4366,6,8,2,0,114,12,3723,581,492,13
Chandannath,Nagarpalika,JUMLA,6,576,3310,2160,1592,970,202,76,244,2638,3896,39,3,70,1,0,76,32,1934,2118,4,27,2,32,264,3760,28,11,1,19,2,32,3824,159,102,32
Guthichaur,Gaunpalika,JUMLA,6,443,1338,1151,112,3,2,1,8,687,1287,19,27,1638,9,1,5,56,2442,539,3,2,1,55,203,2725,6,3,2,0,47,56,2336,360,292,54
Hima,Gaunpalika,JUMLA,6,937,758,488,9,0,0,0,0,516,1384,55,38,1456,9,0,18,78,1760,1180,4,14,2,78,37,2907,4,11,1,0,0,78,2445,317,198,78
Kanakasundari,Gaunpalika,JUMLA,6,781,1434,690,33,18,9,0,21,1232,6064,78,42,54,127,0,2,45,5106,1230,7,20,4,45,523,5377,10,4,35,2,419,42,5509,421,437,45
Patrasi,Gaunpalika,JUMLA,6,1012,1457,1095,234,73,2,0,36,868,3575,37,10,333,11,0,6,30,2236,1705,9,20,2,30,468,2806,2,1,696,0,1,28,3599,165,208,30
Sinja,Gaunpalika,JUMLA,6,721,1246,588,11,2,3,0,3,1067,2750,66,10,1997,3,2,20,27,2881,1953,1,11,2,27,171,4648,12,3,0,5,10,26,4325,393,130,27
Tatopani,Gaunpalika,JUMLA,6,999,1682,1238,69,9,8,1,15,1110,4648,47,18,541,6,1,20,48,4024,1234,5,15,3,48,789,4244,4,20,12,0,216,44,4786,210,285,48
Tila,Gaunpalika,JUMLA,6,1007,1167,777,37,2,2,0,8,774,4095,38,44,7,42,1,1,19,728,1602,12,1681,205,19,2644,872,135,350,140,31,56,19,2810,861,558,18
Kalika,Gaunpalika,KALIKOT,6,212,1848,1366,621,383,55,12,113,1424,1489,76,1505,2584,78,0,31,24,4559,1157,6,37,5,23,1010,4667,19,12,38,4,16,21,3567,1783,413,24
Khandachakra,Nagarpalika,KALIKOT,6,1310,2242,1709,347,41,48,17,64,1373,3939,25,418,0,10,11,2,24,4242,158,1,2,2,24,4045,1,9,41,292,12,7,22,1311,2114,982,22
Mahawai,Gaunpalika,KALIKOT,6,656,743,633,13,1,2,0,8,305,2919,68,1165,0,0,5,7,19,3815,339,0,8,2,19,3707,0,10,18,361,65,5,17,2073,1162,929,19
Naraharinath,Gaunpalika,KALIKOT,6,1009,2464,2192,86,6,3,1,15,1119,9797,66,909,0,7,3,18,106,10481,303,0,4,12,106,9699,1,235,145,708,7,6,105,2498,5478,2824,106
Pachaljharana,Gaunpalika,KALIKOT,6,779,1157,1008,2,2,0,0,18,473,4055,16,82,0,27,1,1,21,2952,549,0,328,353,21,2734,0,5,82,1313,50,1,18,1144,661,2377,21
Palata,Gaunpalika,KALIKOT,6,1084,1317,1044,7,3,1,0,1,733,5974,14,70,0,118,1,0,34,5703,469,1,4,0,34,4967,0,77,335,746,48,5,33,2479,1878,1821,33
Raskot,Nagarpalika,KALIKOT,6,1091,1545,1286,62,12,8,1,4,891,3848,27,35,0,4,0,0,27,2314,1281,0,319,2,25,3273,0,2,27,595,3,15,26,2637,619,661,24
Sanni Tribeni,Gaunpalika,KALIKOT,6,807,1269,1090,42,12,2,1,4,661,3592,8,67,0,0,2,1,10,3424,238,0,3,5,10,3364,0,47,66,169,16,8,10,1206,1581,884,9
Tilagufa,Nagarpalika,KALIKOT,6,1241,1360,1088,19,0,2,0,14,648,9580,38,363,1,50,3,3,59,8930,983,0,118,8,58,7169,0,246,339,2139,43,105,56,4084,2923,3042,48
Chhayanath Rara,Nagarpalika,MUGU,6,1551,2031,1532,245,70,37,14,82,1378,3431,21,1049,1,313,6,2,30,3606,646,13,524,34,30,4128,11,55,399,185,44,2,29,664,2715,1444,30
Khatyad,Gaunpalika,MUGU,6,1243,1495,925,36,1,4,0,5,1005,8535,46,1293,40,2064,20,8,89,10933,1006,34,18,15,89,8006,86,858,1499,1490,64,5,87,2057,6991,2960,87
Mugu mkarmarong,Gaunpalika,MUGU,6,580,433,281,30,26,1,0,4,276,5636,25,1221,6,497,9,3,91,4697,1291,25,1165,219,91,5010,8,299,980,1086,11,2,92,1583,4384,1429,92
Soru,Gaunpalika,MUGU,6,1022,1021,520,12,2,5,0,0,742,9911,66,6967,18,1231,16,24,106,16922,1003,50,186,70,108,14449,32,1145,1893,642,54,20,104,1585,13749,2898,107
Adanchuli,Gaunpalika,HUMLA,6,624,495,391,1,0,1,0,0,377,4709,81,1,1458,1,0,10,114,3664,2568,4,15,8,115,562,5437,9,13,5,1,238,109,5724,243,293,114
Chankheli,Gaunpalika,HUMLA,6,517,445,319,2,0,1,0,0,326,12105,72,515,111,493,4,1,144,11144,1807,25,158,166,145,2782,9248,243,771,16,90,154,141,6045,2945,4312,143
Kharpunath,Gaunpalika,HUMLA,6,513,612,555,14,7,1,0,1,440,1209,70,12,3305,14,1,16,64,1450,3155,9,13,0,64,75,4367,19,42,6,0,124,58,3992,240,395,64
Namkha,Gaunpalika,HUMLA,6,124,710,388,50,16,2,0,2,261,1912,49,138,1440,12,0,229,32,1735,2026,8,11,0,32,84,3650,3,29,0,1,14,31,2681,539,563,29
Sarkegad,Gaunpalika,HUMLA,6,1026,765,600,5,0,2,0,2,456,2469,100,14,3136,10,1,219,120,3143,2761,20,22,3,120,94,5708,20,22,1,0,106,118,4762,437,751,119
Simkot,Gaunpalika,HUMLA,6,757,1790,1351,616,515,117,64,138,1421,3602,141,175,3111,13,2,304,96,4291,3018,17,19,3,96,71,7142,18,21,40,30,29,93,5429,708,1215,92
Tanjakot,Gaunpalika,HUMLA,6,437,576,493,2,0,1,0,0,369,3193,95,1145,1071,7,3,14,107,4228,1249,28,14,10,106,772,4682,10,31,3,0,31,106,2753,2027,750,105
Badimalika,Nagarpalika,BAJURA,7,658,2726,2173,219,284,123,46,153,1632,994,215,43,6301,28,0,580,14,2222,5820,23,90,6,14,59,8010,12,64,9,1,8,12,7446,397,319,13
Budhiganga,Nagarpalika,BAJURA,7,2033,2181,1882,40,11,2,0,61,1024,6363,72,622,781,715,2,101,27,6553,2021,27,47,8,27,63,8449,32,81,12,13,6,27,2673,3517,2466,27
Budhinanda,Nagarpalika,BAJURA,7,1651,1684,1302,108,9,14,0,51,948, , , , , , , , , , , , , , , , , , , , , , , , , , 
Chhededaha,Gaunpalika,BAJURA,7,1536,1470,1268,31,24,7,3,29,569,2082,92,807,4637,88,1,281,21,5037,2782,8,41,120,21,22,7924,12,17,2,0,16,16,5779,1264,948,18
Gaumul,Gaunpalika,BAJURA,7,306,1224,1180,11,6,0,0,15,280,6540,23,232,15,160,1,3,17,5031,1426,19,380,117,18,6186,171,88,207,263,46,12,18,1708,2809,2456,18
Himali,Gaunpalika,BAJURA,7,1087,610,392,12,0,1,0,6,396,6210,30,828,3,239,5,4,20,5586,1433,31,244,24,21,6855,12,19,239,140,18,38,18,1354,3374,2590,21
Jagannath,Gaunpalika,BAJURA,7,1077,546,376,6,2,2,0,7,345,5705,31,491,9,162,0,7,12,3750,1831,17,701,106,12,2988,2295,68,342,314,394,4,12,1716,2372,2317,12
Swami Kartik,Gaunpalika,BAJURA,7,1333,832,649,7,2,2,0,6,450,10046,88,2319,591,820,9,24,59,12085,1710,50,24,26,61,1309,11807,176,288,22,3,291,60,2347,7229,4321,59
Tribeni,Nagarpalika,BAJURA,7,1622,1649,1410,16,2,5,3,31,679,2950,155,660,6111,761,1,588,23,7200,3902,20,97,7,23,488,10538,19,35,6,2,138,23,6656,3037,1535,21
Khaptad National Park,National Park,BAJURA,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bithadchir,Gaunpalika,BAJHANG,7,1103,1539,1327,15,1,3,0,18,763,5348,28,413,17,590,3,1,15,5237,972,49,132,10,15,95,6138,45,77,15,0,31,14,1818,2181,2402,14
Bungal,Nagarpalika,BAJHANG,7,2139,3170,2909,53,3,3,0,115,995,1955,101,232,4143,418,0,224,25,4589,2326,24,68,66,25,69,6880,14,32,8,4,67,24,4650,1330,1093,25
Chabispathivera,Gaunpalika,BAJHANG,7,779,2010,1896,70,18,5,0,112,700,6052,139,302,1417,389,3,424,16,4882,3703,33,102,6,16,95,8126,44,387,9,1,64,16,5913,1533,1281,15
Durgathali,Gaunpalika,BAJHANG,7,839,1554,1430,33,2,3,1,59,582,7140,53,1686,167,1166,1,16,27,8964,1139,32,73,20,28,799,9313,12,7,1,1,97,26,1752,4484,3992,28
JayaPrithivi,Nagarpalika,BAJHANG,7,708,3142,2709,705,532,101,52,245,1885,5287,90,2348,188,1478,9,7,19,8295,970,37,38,67,19,1964,7126,69,95,46,2,106,18,1863,4746,2798,19
Saa Paal,Gaunpalika,BAJHANG,7,54,309,292,17,4,3,0,7,54,16232,277,6510,166,2210,14,41,81,21348,3906,97,81,16,83,8524,13155,823,2474,67,52,356,80,5105,12458,7886,82
Kedarseu,Gaunpalika,BAJHANG,7,1516,2008,1798,48,5,0,1,80,720,10632,113,1659,970,1223,5,30,63,12591,1889,76,38,37,64,362,14035,32,23,11,3,168,61,3641,5280,5710,64
Khaptadchhanna,Gaunpalika,BAJHANG,7,1290,1779,1558,221,35,15,1,94,823,11238,91,2254,669,978,13,26,69,13428,1721,47,55,17,70,225,14751,41,26,31,6,190,68,4808,5947,4513,70
Masta,Gaunpalika,BAJHANG,7,669,1709,1535,51,10,6,2,33,774,11722,957,28791,5092,311,18,550,357,42982,4095,188,63,114,356,16664,30296,107,35,202,8,149,337,6831,32932,7675,360
Surma,Gaunpalika,BAJHANG,7,250,1106,1077,85,2,2,2,51,198,2482,211,2095,4104,396,12,287,34,7495,1996,31,49,15,35,1369,7930,18,30,21,14,206,33,4897,2766,1924,34
Talkot,Gaunpalika,BAJHANG,7,626,1335,1241,63,11,6,1,68,515,845,140,146,6524,38,1,239,24,4052,3787,13,78,3,24,34,7794,6,48,2,1,48,24,5642,1591,700,24
Thalara,Gaunpalika,BAJHANG,7,1228,1831,1754,20,3,6,2,64,567,2877,131,456,3998,335,2,92,29,4894,2892,23,77,6,28,286,7544,15,40,6,0,1,28,5192,1613,1087,28
Khaptad National Park,National Park,BAJHANG,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bannigadhi Jayagadh,Gaunpalika,ACHHAM,7,1371,1905,1064,151,32,6,3,18,1561,2860,16,1,0,5,0,0,6,1064,1234,1,547,36,6,2401,0,10,176,262,12,21,6,912,301,1669,6
Chaurpati,Gaunpalika,ACHHAM,7,2550,2452,1814,26,0,0,0,18,1690,2173,6,0,0,0,0,0,15,1208,591,0,363,17,15,2041,1,2,25,90,8,14,13,454,207,1518,15
Dhakari,Gaunpalika,ACHHAM,7,1988,1774,1480,15,5,4,1,12,674,2533,20,4,0,3,0,0,18,385,1678,4,484,9,18,2325,1,6,38,144,40,6,18,1056,325,1180,17
Kamalbazar,Nagarpalika,ACHHAM,7,1889,2518,2036,35,1,6,2,12,1587,1851,9,0,1,0,0,0,8,520,835,2,486,18,8,1724,1,1,60,44,9,23,7,669,197,995,8
Mangalsen,Nagarpalika,ACHHAM,7,2658,3718,2340,247,368,83,21,133,2675,2488,11,0,0,0,2,0,24,565,936,2,966,32,24,2445,0,1,16,10,16,13,24,951,97,1453,24
Mellekh,Gaunpalika,ACHHAM,7,1801,2393,1839,52,3,7,1,10,1408,5044,33,836,0,48,0,6,19,2068,2507,8,1272,112,19,5245,0,9,52,539,31,91,19,797,1952,3217,20
Panchadewal Binayak,Nagarpalika,ACHHAM,7,2263,2631,2069,51,10,1,2,7,1575,2340,12,0,0,3,0,0,15,127,1282,2,912,32,15,2216,0,18,49,50,5,17,15,543,365,1447,15
Ramaroshan,Gaunpalika,ACHHAM,7,1966,2300,1983,54,1,7,1,39,877,3186,15,2,3,2,0,0,19,381,1549,8,1248,22,19,2978,3,5,44,132,29,17,19,953,561,1694,19
Sanphebagar,Nagarpalika,ACHHAM,7,1929,4383,3201,488,197,52,19,90,3183,2812,6,6,1,2,0,0,7,317,1286,1,1146,77,7,2586,0,2,15,170,33,21,7,586,758,1483,7
Turmakhad,Gaunpalika,ACHHAM,7,1840,2455,2136,14,2,2,2,18,1059,4996,44,75,6,21,0,6,14,2545,1776,50,463,314,14,3988,10,60,568,495,19,9,13,448,1108,3592,14
Khaptad National Park,National Park,ACHHAM,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Adharsha,Gaunpalika,DOTI,7,2514,2034,1397,96,1,26,1,18,1313,10062,115,181,1275,52,6,139,63,6678,5088,7,51,6,63,2352,6972,36,2411,16,26,22,58,9595,1451,785,62
Badikedar,Gaunpalika,DOTI,7,799,1878,1717,13,0,3,0,69,756,5398,98,1175,3121,24,0,102,116,7622,2235,21,34,1,121,753,8970,15,5,7,0,163,121,5570,2738,1607,119
Bogtan,Gaunpalika,DOTI,7,1010,2009,1758,54,5,1,1,30,1014,3244,84,99,3774,16,5,64,31,5504,1659,9,113,1,31,1202,5547,7,12,427,2,95,25,5034,1446,807,30
Dipayal Silgadi,Nagarpalika,DOTI,7,2505,4815,3022,1583,1198,316,174,671,3913,2765,29,65,1930,16,0,52,4,3302,1516,4,26,9,4,123,4522,8,5,0,0,199,4,3541,680,636,4
Jorayal,Gaunpalika,DOTI,7,693,3047,2736,151,59,22,1,129,1554,4648,131,147,3242,19,0,268,77,5142,3157,17,52,88,76,388,7601,33,27,4,7,400,72,6017,1603,835,77
K I Sin,Gaunpalika,DOTI,7,1907,2175,1710,135,3,1,0,52,1352,1315,87,217,3390,15,2,173,27,3763,1399,10,24,4,26,66,5003,10,28,1,0,93,25,3731,904,564,27
Purbichauki,Gaunpalika,DOTI,7,2928,1686,1381,48,3,5,2,46,867,3566,59,248,2450,12,1,120,34,4581,1839,13,20,3,34,216,6079,7,6,0,0,153,29,3389,1321,1746,34
Sayal,Gaunpalika,DOTI,7,2218,1508,1250,34,13,3,0,8,786,1455,66,76,3458,9,0,160,33,2640,2552,8,18,6,33,37,5024,6,10,129,1,18,32,4576,467,181,33
Shikhar,Nagarpalika,DOTI,7,2787,3828,2758,596,41,17,5,92,2533,2711,85,41,2436,5,0,72,32,2351,2954,6,35,5,31,146,4928,6,13,2,0,259,28,4446,532,372,32
Khaptad National Park,National Park,DOTI,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bardagoriya,Gaunpalika,KAILALI,7,860,4740,2149,1708,313,77,17,207,3186,8904,137,853,8,53,5,38,101,5417,3332,27,1131,92,100,7169,8,528,1275,570,449,5,95,2839,4009,3151,100
Bhajani,Nagarpalika,KAILALI,7,793,7823,3926,2273,436,126,32,253,5685,5984,27,77,6,6,0,4,22,3015,1665,22,1157,245,22,4578,5,233,673,395,195,26,21,2137,2266,1701,22
Chure,Gaunpalika,KAILALI,7,861,2427,2137,142,39,7,0,41,1231,3996,19,5,3,1,1,0,25,1896,918,5,1176,30,25,3843,3,1,74,90,12,3,24,1786,1502,738,24
Dhangadhi,Upamahanagarpalika,KAILALI,7,1689,27102,13926,14699,8892,3030,1219,4946,21970,3820,6,13,3,0,1,1,25,2339,807,19,613,66,25,3555,2,3,48,156,79,2,24,1065,1575,1204,25
Gauriganga,Nagarpalika,KAILALI,7,1353,8548,4130,2618,327,113,24,92,6878,4992,7,55,0,17,0,1,7,4739,299,1,28,5,7,3719,0,9,109,1155,67,13,7,1094,2429,1549,7
Ghodaghodi,Nagarpalika,KAILALI,7,1200,11733,6707,1966,363,139,28,159,8782,6956,98,1541,0,4,3,15,22,8292,290,2,12,21,22,7549,0,4,67,909,38,50,22,991,4636,2990,22
Godawari,Nagarpalika,KAILALI,7,771,16610,9441,13807,5283,3267,1113,3261,14150,4548,57,22,0,12,0,0,37,2756,1597,10,260,22,31,4022,2,49,216,260,75,17,35,2526,896,1217,37
Janaki,Gaunpalika,KAILALI,7,848,8064,4274,3204,427,159,27,114,5484,4029,6,4,0,1,0,1,26,3073,614,0,178,177,25,3539,0,20,127,275,79,1,26,1686,991,1364,26
Joshipur,Gaunpalika,KAILALI,7,537,5799,3248,2117,436,104,28,131,4330,3526,11,303,0,4,2,2,6,3629,192,0,19,7,7,2740,0,35,119,914,23,16,7,1698,1480,670,6
Kailari,Gaunpalika,KAILALI,7,486,7211,3688,1243,104,36,5,65,5144,5365,18,54,0,5,0,0,15,3315,1395,0,337,396,14,4443,0,20,110,752,116,2,14,1279,1925,2239,14
Lamkichuha,Nagarpalika,KAILALI,7,1696,12715,6139,4444,978,224,105,397,9845,4764,16,17,0,21,1,1,21,3852,801,0,156,11,21,3387,0,34,421,917,49,14,19,2250,1468,1105,18
Mohanyal,Gaunpalika,KAILALI,7,1354,2519,2203,26,0,2,0,20,1004,4902,10,24,1,4,0,1,16,3873,952,1,71,45,16,3940,0,8,236,675,81,3,15,2118,1479,1348,13
Tikapur,Nagarpalika,KAILALI,7,1517,13629,7446,5860,2811,604,282,823,10643,4204,9,26,0,4,92,0,10,4155,161,1,2,16,10,2561,0,39,120,1602,11,2,10,1254,2267,819,5
Bedkot,Nagarpalika,KANCHANPUR,7,850,8210,4472,4270,693,296,90,725,5988,4833,11,93,2,35,0,1,32,4298,624,0,45,8,32,2731,1,31,62,2124,1,25,32,2206,1246,1526,29
Belauri,Nagarpalika,KANCHANPUR,7,318,8191,4219,3342,910,169,47,300,6312,3342,13,30,0,1,1,4,3,3088,298,0,1,4,3,3068,0,35,21,234,32,1,3,1155,1186,1050,3
Beldandi,Gaunpalika,KANCHANPUR,7,313,3310,2382,839,58,26,5,22,2217,4191,17,81,1,2,41,3,23,4137,189,0,1,9,23,3598,0,4,46,671,6,16,18,772,2412,1152,23
Bhimdatta,Nagarpalika,KANCHANPUR,7,1823,18529,9902,11796,5106,1722,582,3678,14042,5222,221,6442,2,67,1,10,141,11782,117,43,8,13,143,9488,141,760,216,1113,29,218,141,802,9452,1708,144
Krishnapur,Nagarpalika,KANCHANPUR,7,1291,8562,3742,3817,138,114,19,278,6222, , , , , , , , , , , , , , , , , , , , , , , , , , 
Laljhadi,Gaunpalika,KANCHANPUR,7,351,3205,1424,644,84,25,1,13,2184,3560,2,28,0,1,0,0,10,3481,103,1,2,5,9,3382,1,21,72,64,49,2,10,1326,1670,595,10
Mahakali,Nagarpalika,KANCHANPUR,7,1364,5913,3382,2398,597,53,13,172,3202,4246,31,153,5,37,2,3,36,3882,474,4,94,23,36,4156,2,29,158,106,26,1,35,1796,1648,1034,35
Punarbas,Nagarpalika,KANCHANPUR,7,824,8938,4296,3781,691,117,33,200,6602,4584,14,28,1,13,0,2,22,3389,1038,4,162,49,22,3754,2,56,412,394,25,0,21,2001,1946,695,22
Shuklaphanta,Nagarpalika,KANCHANPUR,7,922,7793,3817,3456,424,143,42,279,6043,4246,63,2111,3,393,1,10,234,6607,162,18,13,22,239,5721,4,264,363,402,19,47,241,1307,4521,993,240
Shuklaphanta National Park,National Park,KANCHANPUR,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Ajaymeru,Gaunpalika,DADELDHURA,7,885,2386,1891,391,48,11,1,15,1726,1851,72,34,19,2,452,0,3,2183,128,2,115,2,3,2130,0,3,32,170,95,0,3,259,385,1786,3
Alital,Gaunpalika,DADELDHURA,7,724,2402,2001,237,49,8,3,23,1568,2791,5,1,0,2,0,0,4,1804,443,65,374,113,4,2490,1,12,64,178,53,1,4,496,125,2178,4
Amargadhi,Nagarpalika,DADELDHURA,7,1036,3656,1903,1327,856,300,152,351,3218,1160,4,1,0,0,1,0,2,746,237,0,182,1,2,938,0,4,82,88,47,7,2,321,179,666,2
Bhageshwar,Gaunpalika,DADELDHURA,7,571,1818,1622,78,22,3,0,38,1012,2441,7,0,0,0,0,1,1,748,480,90,574,557,1,2097,0,14,78,244,14,2,1,1377,430,642,1
Ganayapdhura,Gaunpalika,DADELDHURA,7,1019,1967,1463,404,41,8,5,38,1419,3614,8,1,0,8,0,0,5,1899,1512,1,186,33,5,3278,0,6,124,175,46,2,5,1004,887,1740,5
Nawadurga,Gaunpalika,DADELDHURA,7,1761,2301,1724,346,3,8,6,14,1583,4585,15,54,0,1,309,0,16,4095,570,16,226,56,17,4676,0,12,67,133,74,1,17,701,1347,2915,17
Parashuram,Nagarpalika,DADELDHURA,7,1493,4225,3377,216,210,29,5,208,2480, , , , , , , , , , , , , , , , , , , , , , , , , , 
Dasharathchanda,Nagarpalika,BAITADI,7,1538,5598,3821,1616,1376,141,49,319,4313,11392,72,1152,16,514,5,8,52,11045,1899,97,96,21,53,11572,18,102,628,679,43,117,52,428,6031,6699,53
Dilasaini,Gaunpalika,BAITADI,7,1320,2694,2358,42,1,5,0,28,1386, , , , , , , , , , , , , , , , , , , , , , , , , , 
Dogadakedar,Gaunpalika,BAITADI,7,1501,2985,2691,134,52,5,0,11,1546,9084,70,2361,49,2006,8,16,29,12259,1192,74,20,48,30,3157,8751,337,1099,76,63,111,29,2052,6594,4948,29
Melauli,Nagarpalika,BAITADI,7,1086,2734,2533,88,6,1,0,22,1143,5348,54,300,966,614,3,89,24,4230,2874,35,207,27,25,89,7142,18,20,8,6,92,23,3636,1996,1741,25
Pancheshwar,Gaunpalika,BAITADI,7,1468,1730,1584,73,6,1,1,9,569,9000,172,4675,165,1101,8,74,75,13123,1926,83,45,15,78,4684,10093,99,184,18,10,108,74,3375,7930,3886,79
Patan,Nagarpalika,BAITADI,7,1157,4435,3564,760,36,46,12,113,3295,8605,246,8801,88,1252,21,26,79,17422,1461,103,35,19,78,5137,13525,106,183,29,5,56,77,2716,12106,4219,77
Purchaudi,Nagarpalika,BAITADI,7,2143,4101,3593,80,19,10,2,109,2025,6380,30,1334,26,1557,5,16,150,8444,832,38,16,18,150,7465,1050,340,308,44,32,112,147,998,4661,3689,150
Shivanath,Gaunpalika,BAITADI,7,1179,1531,1402,26,0,0,0,7,491,6830,261,9774,46,1007,19,50,117,16765,1062,122,22,17,116,6380,11202,100,108,23,8,170,113,1721,10470,5794,119
Sigas,Gaunpalika,BAITADI,7,1374,2241,2075,41,3,3,0,39,955,8128,141,1114,1491,1103,2,58,33,9832,2026,74,56,49,33,1152,10748,19,25,7,0,86,33,3434,4303,4300,33
Surnaya,Gaunpalika,BAITADI,7,843,2298,1965,99,39,0,0,86,1406,2583,109,323,3389,165,3,548,20,3393,3616,37,71,3,20,80,6926,9,35,7,1,63,19,4905,1261,954,20
Apihimal,Gaunpalika,DARCHULA,7,161,918,844,195,0,2,0,17,573,10720,45,734,42,96,7,11,62,6460,2141,25,2391,638,62,5787,2826,160,2417,133,225,107,62,5604,3372,2681,60
Byas,Gaunpalika,DARCHULA,7,710,1158,1024,85,8,3,0,86,530,4560,16,41,20,1,0,2,26,1431,1417,7,1049,736,26,3613,254,48,521,113,84,8,25,2757,979,904,26
Dunhu,Gaunpalika,DARCHULA,7,655,1310,1177,69,22,6,0,122,583,2297,6,0,7,1,0,0,5,35,763,10,856,647,5,2009,0,2,217,71,9,3,5,1464,27,820,5
Lekam,Gaunpalika,DARCHULA,7,733,2090,1923,83,0,3,0,10,1192,2674,7,0,2,1,0,0,19,3,975,3,1128,578,16,2256,3,82,266,0,77,0,19,998,462,1224,19
Mahakali,Nagarpalika,DARCHULA,7,1364,5913,3382,2398,597,53,13,172,3202,4246,31,153,5,37,2,3,36,3882,474,4,94,23,36,4156,2,29,158,106,26,1,35,1796,1648,1034,35
Malikaarjun,Gaunpalika,DARCHULA,7,697,2346,2127,297,3,8,3,32,1200,5949,49,22,138,11,2,0,8,256,1989,18,3576,332,8,3705,314,117,1384,113,525,12,9,4021,1281,868,9
Marma,Gaunpalika,DARCHULA,7,801,1670,1454,87,5,5,0,19,832,3789,89,53,1315,46,0,2,128,3257,1930,6,101,1,127,70,4911,11,199,1,2,104,124,4262,616,441,103
Naugad,Gaunpalika,DARCHULA,7,892,1674,1437,70,4,8,1,9,767,875,69,10,2963,6,0,3,50,10,3854,9,48,5,50,19,3838,4,18,2,0,48,47,3691,140,95,50
Shailyashikhar,Nagarpalika,DARCHULA,7,959,2930,2698,94,12,28,9,76,1438,258,95,17,4787,2,0,3,80,1080,4035,13,34,0,80,16,5036,13,25,4,0,72,76,4740,251,171,80
Binayee Tribeni,Gaunpalika,NAWALPARASI_E,4,492,6323,4344,1897,1197,147,46,109,5445,3693,7,93,1,89,2,0,21,2196,812,20,630,227,21,2957,9,181,481,246,12,0,20,568,1369,1948,21
Bulingtar,Gaunpalika,NAWALPARASI_E,4,659,2669,2093,304,2,9,1,43,1942,4601,8,209,4,62,82,0,6,4428,330,8,191,8,7,3309,7,608,612,371,58,0,7,271,2635,2059,7
Bungdikali,Gaunpalika,NAWALPARASI_E,4,451,2479,1858,242,1,3,0,24,1999,2839,5,370,1,34,0,1,4,3083,148,1,2,16,4,2919,1,77,230,10,12,2,3,342,2411,498,3
Devchuli,Nagarpalika,NAWALPARASI_E,4,393,8792,6080,4851,1719,812,272,605,8110,8423,57,3108,3,248,0,24,19,11170,608,22,40,23,19,11019,10,101,327,352,42,14,17,1135,8465,2265,17
Gaidakot,Nagarpalika,NAWALPARASI_E,4,495,12948,8013,5768,6798,2025,756,1733,11661,8101,74,3386,7,486,68,8,52,10851,926,38,281,35,51,9366,8,1070,446,1165,74,2,51,853,6340,4937,52
Hupsekot,Gaunpalika,NAWALPARASI_E,4,466,3969,2433,1732,144,90,14,17,3366,5403,10,560,1,30,3,0,22,5681,282,4,35,6,21,5743,4,9,49,186,13,3,22,139,5188,680,22
Kawasoti,Nagarpalika,NAWALPARASI_E,4,400,13526,8320,8024,3171,1337,401,763,12009,4738,9,294,0,444,0,0,27,5224,239,6,2,13,28,5310,4,13,98,43,17,1,26,99,4948,437,28
Madhyabindu,Nagarpalika,NAWALPARASI_E,4,965,10906,6374,5573,1319,517,182,508,9379,4388,11,37,3,57,0,0,12,3449,594,4,380,69,12,4245,2,38,85,57,67,2,12,85,4186,225,12
Chitawan National Park,National Park,NAWALPARASI_E,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bhume,Gaunpalika,RUKUM_E,5,1256,2430,1888,58,4,8,1,27,1469,6745,10,143,5,29,3,12,21,3756,659,10,954,1568,21,5476,52,88,552,424,322,41,13,2566,2451,1931,20
Putha Uttarganga,Gaunpalika,RUKUM_E,5,1862,1916,1703,65,14,4,2,68,702,3979,0,1,19,4,1,2,12,580,28,9,2572,817,12,3075,3,34,545,212,132,5,12,3180,440,386,12
Sisne,Gaunpalika,RUKUM_E,5,757,2691,2383,232,97,13,2,89,1324,4359,15,7,0,3,2,0,16,1425,357,52,916,1636,16,3161,1,57,149,967,50,1,16,3705,338,343,16
Dhorpatan Hunting Reserve,Hunting Reserve,RUKUM_E,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Parsa Wildlife Reserve,Wildlife Reserve,PARSA,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Chitawan National Park,National Park,PARSA,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
